count,serialisation
1,"['&', ['G', ['|', ['!', ['&', ['!', 'FailSafeMode'], ['X', 'FailSafeMode']]], ['X', ['U', ['!', ['&', 'FailSafeMode', ['X', ['!', 'FailSafeMode']]]], 'patientSafe']]]], ['->', 'FailSafeMode', ['U', ['!', ['&', 'FailSafeMode', ['X', ['!', 'FailSafeMode']]]], 'patientSafe']]]"
1,"['G', ['|', ['!', ['&', ['!', 'FailSafeMode'], ['X', 'FailSafeMode']]], ['X', ['U', ['!', ['&', 'FailSafeMode', ['X', ['!', 'FailSafeMode']]]], 'patientSafe']]]]"
1,"['->', 'FailSafeMode', ['U', ['!', ['&', 'FailSafeMode', ['X', ['!', 'FailSafeMode']]]], 'patientSafe']]"
1,"['|', ['!', ['&', ['!', 'FailSafeMode'], ['X', 'FailSafeMode']]], ['X', ['U', ['!', ['&', 'FailSafeMode', ['X', ['!', 'FailSafeMode']]]], 'patientSafe']]]"
1,"['!', ['&', ['!', 'FailSafeMode'], ['X', 'FailSafeMode']]]"
1,"['X', ['U', ['!', ['&', 'FailSafeMode', ['X', ['!', 'FailSafeMode']]]], 'patientSafe']]"
1,"['&', ['!', 'FailSafeMode'], ['X', 'FailSafeMode']]"
1,"['X', 'FailSafeMode']"
1,"['&', ['G', ['|', ['!', ['&', ['!', 'PCVMode'], ['X', 'PCVMode']]], ['X', ['U', ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]], ['&', ['|', ['&', 'confirmPSVParameters', 'PSVMode'], ['&', ['!', 'confirmPSVParamters'], 'PCVMode']], 'ventilating']]]]], ['->', 'PCVMode', ['U', ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]], ['&', ['|', ['&', 'confirmPSVParameters', 'PSVMode'], ['&', ['!', 'confirmPSVParamters'], 'PCVMode']], 'ventilating']]]]"
1,"['G', ['|', ['!', ['&', ['!', 'PCVMode'], ['X', 'PCVMode']]], ['X', ['U', ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]], ['&', ['|', ['&', 'confirmPSVParameters', 'PSVMode'], ['&', ['!', 'confirmPSVParamters'], 'PCVMode']], 'ventilating']]]]]"
1,"['->', 'PCVMode', ['U', ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]], ['&', ['|', ['&', 'confirmPSVParameters', 'PSVMode'], ['&', ['!', 'confirmPSVParamters'], 'PCVMode']], 'ventilating']]]"
1,"['|', ['!', ['&', ['!', 'PCVMode'], ['X', 'PCVMode']]], ['X', ['U', ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]], ['&', ['|', ['&', 'confirmPSVParameters', 'PSVMode'], ['&', ['!', 'confirmPSVParamters'], 'PCVMode']], 'ventilating']]]]"
1,"['X', ['U', ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]], ['&', ['|', ['&', 'confirmPSVParameters', 'PSVMode'], ['&', ['!', 'confirmPSVParamters'], 'PCVMode']], 'ventilating']]]"
1,"['&', ['G', ['->', ['&', ['!', 'alarmSettingsChanged'], ['X', 'alarmSettingsChanged']], ['X', ['F', 'logAlarmSettings']]]], ['->', 'alarmSettingsChanged', ['F', 'logAlarmSettings']]]"
1,"['G', ['->', ['&', ['!', 'alarmSettingsChanged'], ['X', 'alarmSettingsChanged']], ['X', ['F', 'logAlarmSettings']]]]"
1,"['->', 'alarmSettingsChanged', ['F', 'logAlarmSettings']]"
1,"['->', ['&', ['!', 'alarmSettingsChanged'], ['X', 'alarmSettingsChanged']], ['X', ['F', 'logAlarmSettings']]]"
1,"['&', ['!', 'alarmSettingsChanged'], ['X', 'alarmSettingsChanged']]"
1,"['X', ['F', 'logAlarmSettings']]"
1,"['!', 'alarmSettingsChanged']"
1,"['X', 'alarmSettingsChanged']"
1,"['&', ['G', ['|', ['!', ['&', ['!', 'StandbyMode'], ['X', 'StandbyMode']]], ['X', ['U', ['!', ['&', 'StandbyMode', ['X', ['!', 'StandbyMode']]]], ['&', 'ventilationOff', 'ventilationParmsAdjustable']]]]], ['->', 'StandbyMode', ['U', ['!', ['&', 'StandbyMode', ['X', ['!', 'StandbyMode']]]], ['&', 'ventilationOff', 'ventilationParmsAdjustable']]]]"
1,"['G', ['|', ['!', ['&', ['!', 'StandbyMode'], ['X', 'StandbyMode']]], ['X', ['U', ['!', ['&', 'StandbyMode', ['X', ['!', 'StandbyMode']]]], ['&', 'ventilationOff', 'ventilationParmsAdjustable']]]]]"
1,"['->', 'StandbyMode', ['U', ['!', ['&', 'StandbyMode', ['X', ['!', 'StandbyMode']]]], ['&', 'ventilationOff', 'ventilationParmsAdjustable']]]"
1,"['|', ['!', ['&', ['!', 'StandbyMode'], ['X', 'StandbyMode']]], ['X', ['U', ['!', ['&', 'StandbyMode', ['X', ['!', 'StandbyMode']]]], ['&', 'ventilationOff', 'ventilationParmsAdjustable']]]]"
1,"['!', ['&', ['!', 'StandbyMode'], ['X', 'StandbyMode']]]"
1,"['X', ['U', ['!', ['&', 'StandbyMode', ['X', ['!', 'StandbyMode']]]], ['&', 'ventilationOff', 'ventilationParmsAdjustable']]]"
1,"['&', ['!', 'StandbyMode'], ['X', 'StandbyMode']]"
1,"['X', 'StandbyMode']"
1,"['&', ['G', ['|', ['!', ['&', ['!', 'StartUpMode'], ['X', 'StartUpMode']]], ['X', ['U', ['!', ['&', 'StartUpMode', ['X', ['!', 'StartUpMode']]]], ['|', 'initDone', ['&', ['&', 'initFail', 'outOfServiceWarning'], 'FailSafeMode']]]]]], ['->', 'StartUpMode', ['U', ['!', ['&', 'StartUpMode', ['X', ['!', 'StartUpMode']]]], ['|', 'initDone', ['&', ['&', 'initFail', 'outOfServiceWarning'], 'FailSafeMode']]]]]"
1,"['G', ['|', ['!', ['&', ['!', 'StartUpMode'], ['X', 'StartUpMode']]], ['X', ['U', ['!', ['&', 'StartUpMode', ['X', ['!', 'StartUpMode']]]], ['|', 'initDone', ['&', ['&', 'initFail', 'outOfServiceWarning'], 'FailSafeMode']]]]]]"
1,"['->', 'StartUpMode', ['U', ['!', ['&', 'StartUpMode', ['X', ['!', 'StartUpMode']]]], ['|', 'initDone', ['&', ['&', 'initFail', 'outOfServiceWarning'], 'FailSafeMode']]]]"
1,"['|', ['!', ['&', ['!', 'StartUpMode'], ['X', 'StartUpMode']]], ['X', ['U', ['!', ['&', 'StartUpMode', ['X', ['!', 'StartUpMode']]]], ['|', 'initDone', ['&', ['&', 'initFail', 'outOfServiceWarning'], 'FailSafeMode']]]]]"
1,"['X', ['U', ['!', ['&', 'StartUpMode', ['X', ['!', 'StartUpMode']]]], ['|', 'initDone', ['&', ['&', 'initFail', 'outOfServiceWarning'], 'FailSafeMode']]]]"
1,"['&', ['G', ['|', ['!', ['&', ['!', 'PCVMode'], ['X', 'PCVMode']]], ['X', ['&', ['V', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]], ['->', ['&', ['!', 'PSVModeSelected'], ['&', ['X', 'PSVModeSelected'], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]], ['&', ['X', ['U', ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]], ['!', ['&', 'PCVInspTimeEnd', 'PSVMode']]]], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]]], ['->', 'PSVModeSelected', ['U', ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]], ['!', ['&', 'PCVInspTimeEnd', 'PSVMode']]]]]]]], ['->', 'PCVMode', ['&', ['V', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]], ['->', ['&', ['!', 'PSVModeSelected'], ['&', ['X', 'PSVModeSelected'], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]], ['&', ['X', ['U', ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]], ['!', ['&', 'PCVInspTimeEnd', 'PSVMode']]]], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]]], ['->', 'PSVModeSelected', ['U', ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]], ['!', ['&', 'PCVInspTimeEnd', 'PSVMode']]]]]]]"
1,"['G', ['|', ['!', ['&', ['!', 'PCVMode'], ['X', 'PCVMode']]], ['X', ['&', ['V', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]], ['->', ['&', ['!', 'PSVModeSelected'], ['&', ['X', 'PSVModeSelected'], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]], ['&', ['X', ['U', ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]], ['!', ['&', 'PCVInspTimeEnd', 'PSVMode']]]], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]]], ['->', 'PSVModeSelected', ['U', ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]], ['!', ['&', 'PCVInspTimeEnd', 'PSVMode']]]]]]]]"
1,"['->', 'PCVMode', ['&', ['V', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]], ['->', ['&', ['!', 'PSVModeSelected'], ['&', ['X', 'PSVModeSelected'], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]], ['&', ['X', ['U', ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]], ['!', ['&', 'PCVInspTimeEnd', 'PSVMode']]]], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]]], ['->', 'PSVModeSelected', ['U', ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]], ['!', ['&', 'PCVInspTimeEnd', 'PSVMode']]]]]]"
1,"['|', ['!', ['&', ['!', 'PCVMode'], ['X', 'PCVMode']]], ['X', ['&', ['V', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]], ['->', ['&', ['!', 'PSVModeSelected'], ['&', ['X', 'PSVModeSelected'], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]], ['&', ['X', ['U', ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]], ['!', ['&', 'PCVInspTimeEnd', 'PSVMode']]]], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]]], ['->', 'PSVModeSelected', ['U', ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]], ['!', ['&', 'PCVInspTimeEnd', 'PSVMode']]]]]]]"
1,"['X', ['&', ['V', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]], ['->', ['&', ['!', 'PSVModeSelected'], ['&', ['X', 'PSVModeSelected'], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]], ['&', ['X', ['U', ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]], ['!', ['&', 'PCVInspTimeEnd', 'PSVMode']]]], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]]], ['->', 'PSVModeSelected', ['U', ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]], ['!', ['&', 'PCVInspTimeEnd', 'PSVMode']]]]]]"
1,"['&', ['G', ['->', ['&', ['!', 'powerFailure'], ['X', 'powerFailure']], ['X', ['F', 'patientSafe']]]], ['->', 'powerFailure', ['F', 'patientSafe']]]"
1,"['G', ['->', ['&', ['!', 'powerFailure'], ['X', 'powerFailure']], ['X', ['F', 'patientSafe']]]]"
1,"['->', 'powerFailure', ['F', 'patientSafe']]"
1,"['->', ['&', ['!', 'powerFailure'], ['X', 'powerFailure']], ['X', ['F', 'patientSafe']]]"
1,"['&', ['G', ['|', ['!', ['&', ['!', 'SelfTestMode'], ['X', 'SelfTestMode']]], ['X', ['U', ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]], ['|', ['|', 'testOxygenSensorPass', 'testOxygenSensorFail'], 'testOxygenSensorSkip']]]]], ['->', 'SelfTestMode', ['U', ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]], ['|', ['|', 'testOxygenSensorPass', 'testOxygenSensorFail'], 'testOxygenSensorSkip']]]]"
1,"['G', ['|', ['!', ['&', ['!', 'SelfTestMode'], ['X', 'SelfTestMode']]], ['X', ['U', ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]], ['|', ['|', 'testOxygenSensorPass', 'testOxygenSensorFail'], 'testOxygenSensorSkip']]]]]"
1,"['->', 'SelfTestMode', ['U', ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]], ['|', ['|', 'testOxygenSensorPass', 'testOxygenSensorFail'], 'testOxygenSensorSkip']]]"
1,"['|', ['!', ['&', ['!', 'SelfTestMode'], ['X', 'SelfTestMode']]], ['X', ['U', ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]], ['|', ['|', 'testOxygenSensorPass', 'testOxygenSensorFail'], 'testOxygenSensorSkip']]]]"
1,"['X', ['U', ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]], ['|', ['|', 'testOxygenSensorPass', 'testOxygenSensorFail'], 'testOxygenSensorSkip']]]"
1,"['F', ['<=', 'GBPS', '5.2']]"
1,"['<=', 'GBPS', '5.2']"
1,"['&', ['G', ['->', ['&', ['!', 'patientChanged'], ['X', 'patientChanged']], ['X', ['F', 'logPatientChange']]]], ['->', 'patientChanged', ['F', 'logPatientChange']]]"
1,"['G', ['->', ['&', ['!', 'patientChanged'], ['X', 'patientChanged']], ['X', ['F', 'logPatientChange']]]]"
1,"['->', 'patientChanged', ['F', 'logPatientChange']]"
1,"['->', ['&', ['!', 'patientChanged'], ['X', 'patientChanged']], ['X', ['F', 'logPatientChange']]]"
1,"['&', ['!', 'patientChanged'], ['X', 'patientChanged']]"
1,"['X', ['F', 'logPatientChange']]"
1,"['!', 'patientChanged']"
1,"['X', 'patientChanged']"
1,"['&', ['G', ['->', ['&', ['!', ['<', 'inspiratoryPressure', 'InhaleTriggerSensitivityPCV']], ['X', ['<', 'inspiratoryPressure', 'InhaleTriggerSensitivityPCV']]], ['X', ['F', 'breathingCycleStart']]]], ['->', ['<', 'inspiratoryPressure', 'InhaleTriggerSensitivityPCV'], ['F', 'breathingCycleStart']]]"
1,"['G', ['->', ['&', ['!', ['<', 'inspiratoryPressure', 'InhaleTriggerSensitivityPCV']], ['X', ['<', 'inspiratoryPressure', 'InhaleTriggerSensitivityPCV']]], ['X', ['F', 'breathingCycleStart']]]]"
1,"['->', ['<', 'inspiratoryPressure', 'InhaleTriggerSensitivityPCV'], ['F', 'breathingCycleStart']]"
1,"['->', ['&', ['!', ['<', 'inspiratoryPressure', 'InhaleTriggerSensitivityPCV']], ['X', ['<', 'inspiratoryPressure', 'InhaleTriggerSensitivityPCV']]], ['X', ['F', 'breathingCycleStart']]]"
1,"['&', ['!', ['<', 'inspiratoryPressure', 'InhaleTriggerSensitivityPCV']], ['X', ['<', 'inspiratoryPressure', 'InhaleTriggerSensitivityPCV']]]"
1,"['X', ['F', 'breathingCycleStart']]"
1,"['!', ['<', 'inspiratoryPressure', 'InhaleTriggerSensitivityPCV']]"
1,"['X', ['<', 'inspiratoryPressure', 'InhaleTriggerSensitivityPCV']]"
1,"['&', ['G', ['|', ['!', ['&', ['!', 'SelfTestMode'], ['X', 'SelfTestMode']]], ['X', ['U', ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]], ['|', ['|', 'testAlarmsPass', 'testAlarmsFail'], 'testAlarmsSkip']]]]], ['->', 'SelfTestMode', ['U', ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]], ['|', ['|', 'testAlarmsPass', 'testAlarmsFail'], 'testAlarmsSkip']]]]"
1,"['G', ['|', ['!', ['&', ['!', 'SelfTestMode'], ['X', 'SelfTestMode']]], ['X', ['U', ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]], ['|', ['|', 'testAlarmsPass', 'testAlarmsFail'], 'testAlarmsSkip']]]]]"
1,"['->', 'SelfTestMode', ['U', ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]], ['|', ['|', 'testAlarmsPass', 'testAlarmsFail'], 'testAlarmsSkip']]]"
1,"['|', ['!', ['&', ['!', 'SelfTestMode'], ['X', 'SelfTestMode']]], ['X', ['U', ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]], ['|', ['|', 'testAlarmsPass', 'testAlarmsFail'], 'testAlarmsSkip']]]]"
1,"['X', ['U', ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]], ['|', ['|', 'testAlarmsPass', 'testAlarmsFail'], 'testAlarmsSkip']]]"
1,"['&', ['G', ['->', ['&', ['!', 'gasSupplyFailure'], ['X', 'gasSupplyFailure']], ['X', ['F', 'patientSafe']]]], ['->', 'gasSupplyFailure', ['F', 'patientSafe']]]"
1,"['G', ['->', ['&', ['!', 'gasSupplyFailure'], ['X', 'gasSupplyFailure']], ['X', ['F', 'patientSafe']]]]"
1,"['->', 'gasSupplyFailure', ['F', 'patientSafe']]"
1,"['->', ['&', ['!', 'gasSupplyFailure'], ['X', 'gasSupplyFailure']], ['X', ['F', 'patientSafe']]]"
1,"['&', ['!', 'gasSupplyFailure'], ['X', 'gasSupplyFailure']]"
1,"['!', 'gasSupplyFailure']"
1,"['X', 'gasSupplyFailure']"
1,"['F', ['&', ['->', 'enableLeakCompensation', 'leakCompensation'], ['->', 'disableLeakCompensation', ['&', ['!', 'leakCompensation'], ['!', 'enableLeakCompensation']]]]]"
1,"['&', ['->', 'enableLeakCompensation', 'leakCompensation'], ['->', 'disableLeakCompensation', ['&', ['!', 'leakCompensation'], ['!', 'enableLeakCompensation']]]]"
1,"['->', 'disableLeakCompensation', ['&', ['!', 'leakCompensation'], ['!', 'enableLeakCompensation']]]"
1,"['&', ['!', 'leakCompensation'], ['!', 'enableLeakCompensation']]"
1,"['!', 'enableLeakCompensation']"
1,"['&', ['G', ['->', ['&', ['!', 'off'], ['X', 'off']], ['X', ['&', ['|', ['G', '[0,15]', ['!', ['!', 'resumeVentilation']]], ['G', ['!', ['!', 'resumeVentilation']]]], ['F', '[0,16]', ['!', 'resumeVentilation']]]]]], ['->', 'off', ['&', ['|', ['G', '[0,15]', ['!', ['!', 'resumeVentilation']]], ['G', ['!', ['!', 'resumeVentilation']]]], ['F', '[0,16]', ['!', 'resumeVentilation']]]]]"
1,"['G', ['->', ['&', ['!', 'off'], ['X', 'off']], ['X', ['&', ['|', ['G', '[0,15]', ['!', ['!', 'resumeVentilation']]], ['G', ['!', ['!', 'resumeVentilation']]]], ['F', '[0,16]', ['!', 'resumeVentilation']]]]]]"
1,"['->', 'off', ['&', ['|', ['G', '[0,15]', ['!', ['!', 'resumeVentilation']]], ['G', ['!', ['!', 'resumeVentilation']]]], ['F', '[0,16]', ['!', 'resumeVentilation']]]]"
1,"['->', ['&', ['!', 'off'], ['X', 'off']], ['X', ['&', ['|', ['G', '[0,15]', ['!', ['!', 'resumeVentilation']]], ['G', ['!', ['!', 'resumeVentilation']]]], ['F', '[0,16]', ['!', 'resumeVentilation']]]]]"
1,"['&', ['!', 'off'], ['X', 'off']]"
1,"['X', ['&', ['|', ['G', '[0,15]', ['!', ['!', 'resumeVentilation']]], ['G', ['!', ['!', 'resumeVentilation']]]], ['F', '[0,16]', ['!', 'resumeVentilation']]]]"
1,"['X', 'off']"
1,"['&', ['G', ['->', ['&', ['!', 'powerSupplyChanged'], ['X', 'powerSupplyChanged']], ['X', ['F', 'logPowerSupply']]]], ['->', 'powerSupplyChanged', ['F', 'logPowerSupply']]]"
1,"['G', ['->', ['&', ['!', 'powerSupplyChanged'], ['X', 'powerSupplyChanged']], ['X', ['F', 'logPowerSupply']]]]"
1,"['->', 'powerSupplyChanged', ['F', 'logPowerSupply']]"
1,"['->', ['&', ['!', 'powerSupplyChanged'], ['X', 'powerSupplyChanged']], ['X', ['F', 'logPowerSupply']]]"
1,"['&', ['!', 'powerSupplyChanged'], ['X', 'powerSupplyChanged']]"
1,"['X', ['F', 'logPowerSupply']]"
1,"['!', 'powerSupplyChanged']"
1,"['X', 'powerSupplyChanged']"
1,"['&', ['G', ['|', ['!', ['&', ['!', 'PCVMode'], ['X', 'PCVMode']]], ['X', ['U', ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]], ['&', ['=', 'breathingCyleTime', ['/', '1', 'RR_PCV']], ['=', 'ExpiratoryTime', ['/', 'breathingCycleTime', ['+', '1', 'ItoE_PCV']]]]]]]], ['->', 'PCVMode', ['U', ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]], ['&', ['=', 'breathingCyleTime', ['/', '1', 'RR_PCV']], ['=', 'ExpiratoryTime', ['/', 'breathingCycleTime', ['+', '1', 'ItoE_PCV']]]]]]]"
1,"['G', ['|', ['!', ['&', ['!', 'PCVMode'], ['X', 'PCVMode']]], ['X', ['U', ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]], ['&', ['=', 'breathingCyleTime', ['/', '1', 'RR_PCV']], ['=', 'ExpiratoryTime', ['/', 'breathingCycleTime', ['+', '1', 'ItoE_PCV']]]]]]]]"
1,"['->', 'PCVMode', ['U', ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]], ['&', ['=', 'breathingCyleTime', ['/', '1', 'RR_PCV']], ['=', 'ExpiratoryTime', ['/', 'breathingCycleTime', ['+', '1', 'ItoE_PCV']]]]]]"
1,"['|', ['!', ['&', ['!', 'PCVMode'], ['X', 'PCVMode']]], ['X', ['U', ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]], ['&', ['=', 'breathingCyleTime', ['/', '1', 'RR_PCV']], ['=', 'ExpiratoryTime', ['/', 'breathingCycleTime', ['+', '1', 'ItoE_PCV']]]]]]]"
1,"['X', ['U', ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]], ['&', ['=', 'breathingCyleTime', ['/', '1', 'RR_PCV']], ['=', 'ExpiratoryTime', ['/', 'breathingCycleTime', ['+', '1', 'ItoE_PCV']]]]]]"
1,"['F', ['&', ['&', 'logParams', 'saveLog'], 'loadLog']]"
1,"['&', ['&', 'logParams', 'saveLog'], 'loadLog']"
1,"['&', 'logParams', 'saveLog']"
1,"['&', ['G', ['->', ['&', ['!', 'patientBreathTrigger'], ['X', 'patientBreathTrigger']], ['X', ['F', 'breathingTimerReset']]]], ['->', 'patientBreathTrigger', ['F', 'breathingTimerReset']]]"
1,"['G', ['->', ['&', ['!', 'patientBreathTrigger'], ['X', 'patientBreathTrigger']], ['X', ['F', 'breathingTimerReset']]]]"
1,"['->', 'patientBreathTrigger', ['F', 'breathingTimerReset']]"
1,"['->', ['&', ['!', 'patientBreathTrigger'], ['X', 'patientBreathTrigger']], ['X', ['F', 'breathingTimerReset']]]"
1,"['&', ['!', 'patientBreathTrigger'], ['X', 'patientBreathTrigger']]"
1,"['X', ['F', 'breathingTimerReset']]"
1,"['!', 'patientBreathTrigger']"
1,"['X', 'patientBreathTrigger']"
1,"['&', ['G', ['|', ['!', ['&', ['!', 'SelfTestMode'], ['X', 'SelfTestMode']]], ['X', ['U', ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]], ['|', ['|', 'testPowerSwitchPass', 'testPowerSwitchFail'], 'testPowerSwitchSkip']]]]], ['->', 'SelfTestMode', ['U', ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]], ['|', ['|', 'testPowerSwitchPass', 'testPowerSwitchFail'], 'testPowerSwitchSkip']]]]"
1,"['G', ['|', ['!', ['&', ['!', 'SelfTestMode'], ['X', 'SelfTestMode']]], ['X', ['U', ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]], ['|', ['|', 'testPowerSwitchPass', 'testPowerSwitchFail'], 'testPowerSwitchSkip']]]]]"
1,"['->', 'SelfTestMode', ['U', ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]], ['|', ['|', 'testPowerSwitchPass', 'testPowerSwitchFail'], 'testPowerSwitchSkip']]]"
1,"['|', ['!', ['&', ['!', 'SelfTestMode'], ['X', 'SelfTestMode']]], ['X', ['U', ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]], ['|', ['|', 'testPowerSwitchPass', 'testPowerSwitchFail'], 'testPowerSwitchSkip']]]]"
1,"['X', ['U', ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]], ['|', ['|', 'testPowerSwitchPass', 'testPowerSwitchFail'], 'testPowerSwitchSkip']]]"
1,"['&', ['G', ['|', ['!', ['&', ['!', 'PCVMode'], ['X', 'PCVMode']]], ['X', ['&', ['V', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]], ['->', ['&', ['!', 'RMButton'], ['&', ['X', 'RMButton'], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]], ['&', ['X', ['U', ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]], 'RM']], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]]], ['->', 'RMButton', ['U', ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]], 'RM']]]]]], ['->', 'PCVMode', ['&', ['V', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]], ['->', ['&', ['!', 'RMButton'], ['&', ['X', 'RMButton'], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]], ['&', ['X', ['U', ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]], 'RM']], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]]], ['->', 'RMButton', ['U', ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]], 'RM']]]]]"
1,"['G', ['|', ['!', ['&', ['!', 'PCVMode'], ['X', 'PCVMode']]], ['X', ['&', ['V', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]], ['->', ['&', ['!', 'RMButton'], ['&', ['X', 'RMButton'], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]], ['&', ['X', ['U', ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]], 'RM']], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]]], ['->', 'RMButton', ['U', ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]], 'RM']]]]]]"
1,"['->', 'PCVMode', ['&', ['V', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]], ['->', ['&', ['!', 'RMButton'], ['&', ['X', 'RMButton'], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]], ['&', ['X', ['U', ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]], 'RM']], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]]], ['->', 'RMButton', ['U', ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]], 'RM']]]]"
1,"['|', ['!', ['&', ['!', 'PCVMode'], ['X', 'PCVMode']]], ['X', ['&', ['V', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]], ['->', ['&', ['!', 'RMButton'], ['&', ['X', 'RMButton'], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]], ['&', ['X', ['U', ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]], 'RM']], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]]], ['->', 'RMButton', ['U', ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]], 'RM']]]]]"
