id,serialisation,count
1317,"['X', ['&', ['V', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]], ['->', ['&', ['!', 'PSVModeSelected'], ['&', ['X', 'PSVModeSelected'], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]], ['&', ['X', ['|', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]], ['&', ['X', ['!', ['&', 'PCVInspTimeEnd', 'PSVMode']]], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]]], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]]], ['->', 'PSVModeSelected', ['|', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]], ['&', ['X', ['!', ['&', 'PCVInspTimeEnd', 'PSVMode']]], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]]]]]",1
1318,"['&', ['G', ['->', ['&', ['!', 'powerFailure'], ['X', 'powerFailure']], ['X', ['X', 'patientSafe']]]], ['->', 'powerFailure', ['X', 'patientSafe']]]",1
1319,"['G', ['->', ['&', ['!', 'powerFailure'], ['X', 'powerFailure']], ['X', ['X', 'patientSafe']]]]",1
1320,"['->', 'powerFailure', ['X', 'patientSafe']]",1
1321,"['->', ['&', ['!', 'powerFailure'], ['X', 'powerFailure']], ['X', ['X', 'patientSafe']]]",1
1322,"['&', ['G', ['|', ['!', ['&', ['!', 'SelfTestMode'], ['X', 'SelfTestMode']]], ['X', ['U', ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]], ['|', ['|', 'testOxygenSensorPass', 'testOxygenSensorFail'], 'testOxygenSensorSkip']]]]], ['->', 'SelfTestMode', ['U', ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]], ['|', ['|', 'testOxygenSensorPass', 'testOxygenSensorFail'], 'testOxygenSensorSkip']]]]",1
1323,"['G', ['|', ['!', ['&', ['!', 'SelfTestMode'], ['X', 'SelfTestMode']]], ['X', ['U', ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]], ['|', ['|', 'testOxygenSensorPass', 'testOxygenSensorFail'], 'testOxygenSensorSkip']]]]]",1
1324,"['->', 'SelfTestMode', ['U', ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]], ['|', ['|', 'testOxygenSensorPass', 'testOxygenSensorFail'], 'testOxygenSensorSkip']]]",1
1325,"['|', ['!', ['&', ['!', 'SelfTestMode'], ['X', 'SelfTestMode']]], ['X', ['U', ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]], ['|', ['|', 'testOxygenSensorPass', 'testOxygenSensorFail'], 'testOxygenSensorSkip']]]]",1
1326,"['X', ['U', ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]], ['|', ['|', 'testOxygenSensorPass', 'testOxygenSensorFail'], 'testOxygenSensorSkip']]]",1
1327,"['G', ['<=', 'GBPS', '5.2']]",1
1328,"['<=', 'GBPS', '5.2']",1
1329,GBPS,1
1330,5.2,1
1331,"['&', ['G', ['->', ['&', ['!', 'patientChanged'], ['X', 'patientChanged']], ['X', ['X', 'logPatientChange']]]], ['->', 'patientChanged', ['X', 'logPatientChange']]]",1
1332,"['G', ['->', ['&', ['!', 'patientChanged'], ['X', 'patientChanged']], ['X', ['X', 'logPatientChange']]]]",1
1333,"['->', 'patientChanged', ['X', 'logPatientChange']]",1
1334,"['->', ['&', ['!', 'patientChanged'], ['X', 'patientChanged']], ['X', ['X', 'logPatientChange']]]",1
1335,"['&', ['!', 'patientChanged'], ['X', 'patientChanged']]",1
1336,"['X', ['X', 'logPatientChange']]",1
1337,"['!', 'patientChanged']",1
1338,"['X', 'patientChanged']",1
1339,"['&', ['G', ['->', ['&', ['!', ['<', 'inspiratoryPressure', 'InhaleTriggerSensitivityPCV']], ['X', ['<', 'inspiratoryPressure', 'InhaleTriggerSensitivityPCV']]], ['X', ['X', 'breathingCycleStart']]]], ['->', ['<', 'inspiratoryPressure', 'InhaleTriggerSensitivityPCV'], ['X', 'breathingCycleStart']]]",1
1340,"['G', ['->', ['&', ['!', ['<', 'inspiratoryPressure', 'InhaleTriggerSensitivityPCV']], ['X', ['<', 'inspiratoryPressure', 'InhaleTriggerSensitivityPCV']]], ['X', ['X', 'breathingCycleStart']]]]",1
1341,"['->', ['<', 'inspiratoryPressure', 'InhaleTriggerSensitivityPCV'], ['X', 'breathingCycleStart']]",1
1342,"['->', ['&', ['!', ['<', 'inspiratoryPressure', 'InhaleTriggerSensitivityPCV']], ['X', ['<', 'inspiratoryPressure', 'InhaleTriggerSensitivityPCV']]], ['X', ['X', 'breathingCycleStart']]]",1
1343,"['&', ['!', ['<', 'inspiratoryPressure', 'InhaleTriggerSensitivityPCV']], ['X', ['<', 'inspiratoryPressure', 'InhaleTriggerSensitivityPCV']]]",1
1344,"['X', ['X', 'breathingCycleStart']]",1
1345,"['!', ['<', 'inspiratoryPressure', 'InhaleTriggerSensitivityPCV']]",1
1346,"['X', ['<', 'inspiratoryPressure', 'InhaleTriggerSensitivityPCV']]",1
1347,"['&', ['G', ['|', ['!', ['&', ['!', 'SelfTestMode'], ['X', 'SelfTestMode']]], ['X', ['U', ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]], ['|', ['|', 'testAlarmsPass', 'testAlarmsFail'], 'testAlarmsSkip']]]]], ['->', 'SelfTestMode', ['U', ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]], ['|', ['|', 'testAlarmsPass', 'testAlarmsFail'], 'testAlarmsSkip']]]]",1
1348,"['G', ['|', ['!', ['&', ['!', 'SelfTestMode'], ['X', 'SelfTestMode']]], ['X', ['U', ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]], ['|', ['|', 'testAlarmsPass', 'testAlarmsFail'], 'testAlarmsSkip']]]]]",1
1349,"['->', 'SelfTestMode', ['U', ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]], ['|', ['|', 'testAlarmsPass', 'testAlarmsFail'], 'testAlarmsSkip']]]",1
1350,"['|', ['!', ['&', ['!', 'SelfTestMode'], ['X', 'SelfTestMode']]], ['X', ['U', ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]], ['|', ['|', 'testAlarmsPass', 'testAlarmsFail'], 'testAlarmsSkip']]]]",1
1351,"['X', ['U', ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]], ['|', ['|', 'testAlarmsPass', 'testAlarmsFail'], 'testAlarmsSkip']]]",1
1352,"['&', ['G', ['->', ['&', ['!', 'gasSupplyFailure'], ['X', 'gasSupplyFailure']], ['X', ['X', 'patientSafe']]]], ['->', 'gasSupplyFailure', ['X', 'patientSafe']]]",1
1353,"['G', ['->', ['&', ['!', 'gasSupplyFailure'], ['X', 'gasSupplyFailure']], ['X', ['X', 'patientSafe']]]]",1
1354,"['->', 'gasSupplyFailure', ['X', 'patientSafe']]",1
1355,"['->', ['&', ['!', 'gasSupplyFailure'], ['X', 'gasSupplyFailure']], ['X', ['X', 'patientSafe']]]",1
1356,"['&', ['!', 'gasSupplyFailure'], ['X', 'gasSupplyFailure']]",1
1357,"['!', 'gasSupplyFailure']",1
1358,"['X', 'gasSupplyFailure']",1
1359,"['G', ['&', ['->', 'enableLeakCompensation', 'leakCompensation'], ['->', 'disableLeakCompensation', ['&', ['!', 'leakCompensation'], ['!', 'enableLeakCompensation']]]]]",1
1360,"['&', ['->', 'enableLeakCompensation', 'leakCompensation'], ['->', 'disableLeakCompensation', ['&', ['!', 'leakCompensation'], ['!', 'enableLeakCompensation']]]]",1
1361,"['->', 'disableLeakCompensation', ['&', ['!', 'leakCompensation'], ['!', 'enableLeakCompensation']]]",1
1362,disableLeakCompensation,1
1363,"['&', ['!', 'leakCompensation'], ['!', 'enableLeakCompensation']]",1
1364,"['!', 'enableLeakCompensation']",1
1365,"['&', ['G', ['->', ['&', ['!', 'off'], ['X', 'off']], ['X', ['&', ['|', ['G', '[0,15]', ['!', ['!', 'resumeVentilation']]], ['G', ['!', ['!', 'resumeVentilation']]]], ['F', '[0,16]', ['!', 'resumeVentilation']]]]]], ['->', 'off', ['&', ['|', ['G', '[0,15]', ['!', ['!', 'resumeVentilation']]], ['G', ['!', ['!', 'resumeVentilation']]]], ['F', '[0,16]', ['!', 'resumeVentilation']]]]]",1
1366,"['G', ['->', ['&', ['!', 'off'], ['X', 'off']], ['X', ['&', ['|', ['G', '[0,15]', ['!', ['!', 'resumeVentilation']]], ['G', ['!', ['!', 'resumeVentilation']]]], ['F', '[0,16]', ['!', 'resumeVentilation']]]]]]",1
1367,"['->', 'off', ['&', ['|', ['G', '[0,15]', ['!', ['!', 'resumeVentilation']]], ['G', ['!', ['!', 'resumeVentilation']]]], ['F', '[0,16]', ['!', 'resumeVentilation']]]]",1
1368,"['->', ['&', ['!', 'off'], ['X', 'off']], ['X', ['&', ['|', ['G', '[0,15]', ['!', ['!', 'resumeVentilation']]], ['G', ['!', ['!', 'resumeVentilation']]]], ['F', '[0,16]', ['!', 'resumeVentilation']]]]]",1
1369,"['&', ['!', 'off'], ['X', 'off']]",1
1370,"['X', ['&', ['|', ['G', '[0,15]', ['!', ['!', 'resumeVentilation']]], ['G', ['!', ['!', 'resumeVentilation']]]], ['F', '[0,16]', ['!', 'resumeVentilation']]]]",1
1371,"['X', 'off']",1
1372,"['&', ['G', ['->', ['&', ['!', 'powerSupplyChanged'], ['X', 'powerSupplyChanged']], ['X', ['X', 'logPowerSupply']]]], ['->', 'powerSupplyChanged', ['X', 'logPowerSupply']]]",1
1373,"['G', ['->', ['&', ['!', 'powerSupplyChanged'], ['X', 'powerSupplyChanged']], ['X', ['X', 'logPowerSupply']]]]",1
1374,"['->', 'powerSupplyChanged', ['X', 'logPowerSupply']]",1
1375,"['->', ['&', ['!', 'powerSupplyChanged'], ['X', 'powerSupplyChanged']], ['X', ['X', 'logPowerSupply']]]",1
1376,"['&', ['!', 'powerSupplyChanged'], ['X', 'powerSupplyChanged']]",1
1377,"['X', ['X', 'logPowerSupply']]",1
1378,"['!', 'powerSupplyChanged']",1
1379,"['X', 'powerSupplyChanged']",1
1380,"['G', ['&', ['&', 'logParams', 'saveLog'], 'loadLog']]",1
1381,"['&', ['&', 'logParams', 'saveLog'], 'loadLog']",1
1382,"['&', 'logParams', 'saveLog']",1
1383,loadLog,1
1384,logParams,1
1385,saveLog,1
1386,"['&', ['G', ['->', ['&', ['!', 'patientBreathTrigger'], ['X', 'patientBreathTrigger']], ['X', ['X', 'breathingTimerReset']]]], ['->', 'patientBreathTrigger', ['X', 'breathingTimerReset']]]",1
1387,"['G', ['->', ['&', ['!', 'patientBreathTrigger'], ['X', 'patientBreathTrigger']], ['X', ['X', 'breathingTimerReset']]]]",1
1388,"['->', 'patientBreathTrigger', ['X', 'breathingTimerReset']]",1
1389,"['->', ['&', ['!', 'patientBreathTrigger'], ['X', 'patientBreathTrigger']], ['X', ['X', 'breathingTimerReset']]]",1
1390,"['&', ['!', 'patientBreathTrigger'], ['X', 'patientBreathTrigger']]",1
1391,"['X', ['X', 'breathingTimerReset']]",1
1392,"['!', 'patientBreathTrigger']",1
1393,"['X', 'patientBreathTrigger']",1
1394,"['&', ['G', ['|', ['!', ['&', ['!', 'SelfTestMode'], ['X', 'SelfTestMode']]], ['X', ['U', ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]], ['|', ['|', 'testPowerSwitchPass', 'testPowerSwitchFail'], 'testPowerSwitchSkip']]]]], ['->', 'SelfTestMode', ['U', ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]], ['|', ['|', 'testPowerSwitchPass', 'testPowerSwitchFail'], 'testPowerSwitchSkip']]]]",1
1395,"['G', ['|', ['!', ['&', ['!', 'SelfTestMode'], ['X', 'SelfTestMode']]], ['X', ['U', ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]], ['|', ['|', 'testPowerSwitchPass', 'testPowerSwitchFail'], 'testPowerSwitchSkip']]]]]",1
1396,"['->', 'SelfTestMode', ['U', ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]], ['|', ['|', 'testPowerSwitchPass', 'testPowerSwitchFail'], 'testPowerSwitchSkip']]]",1
1397,"['|', ['!', ['&', ['!', 'SelfTestMode'], ['X', 'SelfTestMode']]], ['X', ['U', ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]], ['|', ['|', 'testPowerSwitchPass', 'testPowerSwitchFail'], 'testPowerSwitchSkip']]]]",1
1398,"['X', ['U', ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]], ['|', ['|', 'testPowerSwitchPass', 'testPowerSwitchFail'], 'testPowerSwitchSkip']]]",1
1399,"['&', ['G', ['|', ['!', ['&', ['!', 'PCVMode'], ['X', 'PCVMode']]], ['X', ['&', ['V', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]], ['->', ['&', ['!', 'RMButton'], ['&', ['X', 'RMButton'], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]], ['&', ['X', ['|', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]], ['&', ['X', 'RM'], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]]], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]]], ['->', 'RMButton', ['|', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]], ['&', ['X', 'RM'], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]]]]]]], ['->', 'PCVMode', ['&', ['V', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]], ['->', ['&', ['!', 'RMButton'], ['&', ['X', 'RMButton'], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]], ['&', ['X', ['|', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]], ['&', ['X', 'RM'], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]]], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]]], ['->', 'RMButton', ['|', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]], ['&', ['X', 'RM'], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]]]]]]",1
1400,"['G', ['|', ['!', ['&', ['!', 'PCVMode'], ['X', 'PCVMode']]], ['X', ['&', ['V', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]], ['->', ['&', ['!', 'RMButton'], ['&', ['X', 'RMButton'], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]], ['&', ['X', ['|', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]], ['&', ['X', 'RM'], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]]], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]]], ['->', 'RMButton', ['|', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]], ['&', ['X', 'RM'], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]]]]]]]",1
1401,"['->', 'PCVMode', ['&', ['V', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]], ['->', ['&', ['!', 'RMButton'], ['&', ['X', 'RMButton'], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]], ['&', ['X', ['|', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]], ['&', ['X', 'RM'], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]]], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]]], ['->', 'RMButton', ['|', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]], ['&', ['X', 'RM'], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]]]]]",1
1402,"['|', ['!', ['&', ['!', 'PCVMode'], ['X', 'PCVMode']]], ['X', ['&', ['V', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]], ['->', ['&', ['!', 'RMButton'], ['&', ['X', 'RMButton'], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]], ['&', ['X', ['|', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]], ['&', ['X', 'RM'], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]]], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]]], ['->', 'RMButton', ['|', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]], ['&', ['X', 'RM'], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]]]]]]",1
1403,"['X', ['&', ['V', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]], ['->', ['&', ['!', 'RMButton'], ['&', ['X', 'RMButton'], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]], ['&', ['X', ['|', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]], ['&', ['X', 'RM'], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]]], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]]], ['->', 'RMButton', ['|', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]], ['&', ['X', 'RM'], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]]]]]",1
1404,"['&', ['G', ['->', ['&', ['!', ['&', 'leakCompensationEnable', 'MinPEEPAlarm']], ['X', ['&', 'leakCompensationEnable', 'MinPEEPAlarm']]], ['X', ['X', 'leakCompensationActive']]]], ['->', ['&', 'leakCompensationEnable', 'MinPEEPAlarm'], ['X', 'leakCompensationActive']]]",1
1405,"['G', ['->', ['&', ['!', ['&', 'leakCompensationEnable', 'MinPEEPAlarm']], ['X', ['&', 'leakCompensationEnable', 'MinPEEPAlarm']]], ['X', ['X', 'leakCompensationActive']]]]",1
1406,"['->', ['&', 'leakCompensationEnable', 'MinPEEPAlarm'], ['X', 'leakCompensationActive']]",1
1407,"['->', ['&', ['!', ['&', 'leakCompensationEnable', 'MinPEEPAlarm']], ['X', ['&', 'leakCompensationEnable', 'MinPEEPAlarm']]], ['X', ['X', 'leakCompensationActive']]]",1
1408,"['&', ['!', ['&', 'leakCompensationEnable', 'MinPEEPAlarm']], ['X', ['&', 'leakCompensationEnable', 'MinPEEPAlarm']]]",1
1409,"['X', ['X', 'leakCompensationActive']]",1
1410,"['!', ['&', 'leakCompensationEnable', 'MinPEEPAlarm']]",1
1411,"['X', ['&', 'leakCompensationEnable', 'MinPEEPAlarm']]",1
1412,"['&', ['G', ['->', ['&', ['!', ['&', 'powerButton', ['&', ['&', ['&', 'breathingCircuitConnected', ['!', 'patientConnected']], 'airSupplyConnected'], 'powerConnected']]], ['X', ['&', 'powerButton', ['&', ['&', ['&', 'breathingCircuitConnected', ['!', 'patientConnected']], 'airSupplyConnected'], 'powerConnected']]]], ['X', ['X', 'StartUpMode']]]], ['->', ['&', 'powerButton', ['&', ['&', ['&', 'breathingCircuitConnected', ['!', 'patientConnected']], 'airSupplyConnected'], 'powerConnected']], ['X', 'StartUpMode']]]",1
1413,"['G', ['->', ['&', ['!', ['&', 'powerButton', ['&', ['&', ['&', 'breathingCircuitConnected', ['!', 'patientConnected']], 'airSupplyConnected'], 'powerConnected']]], ['X', ['&', 'powerButton', ['&', ['&', ['&', 'breathingCircuitConnected', ['!', 'patientConnected']], 'airSupplyConnected'], 'powerConnected']]]], ['X', ['X', 'StartUpMode']]]]",1
1414,"['->', ['&', 'powerButton', ['&', ['&', ['&', 'breathingCircuitConnected', ['!', 'patientConnected']], 'airSupplyConnected'], 'powerConnected']], ['X', 'StartUpMode']]",1
1415,"['->', ['&', ['!', ['&', 'powerButton', ['&', ['&', ['&', 'breathingCircuitConnected', ['!', 'patientConnected']], 'airSupplyConnected'], 'powerConnected']]], ['X', ['&', 'powerButton', ['&', ['&', ['&', 'breathingCircuitConnected', ['!', 'patientConnected']], 'airSupplyConnected'], 'powerConnected']]]], ['X', ['X', 'StartUpMode']]]",1
1416,"['&', ['!', ['&', 'powerButton', ['&', ['&', ['&', 'breathingCircuitConnected', ['!', 'patientConnected']], 'airSupplyConnected'], 'powerConnected']]], ['X', ['&', 'powerButton', ['&', ['&', ['&', 'breathingCircuitConnected', ['!', 'patientConnected']], 'airSupplyConnected'], 'powerConnected']]]]",1
1417,"['X', ['X', 'StartUpMode']]",1
1418,"['!', ['&', 'powerButton', ['&', ['&', ['&', 'breathingCircuitConnected', ['!', 'patientConnected']], 'airSupplyConnected'], 'powerConnected']]]",1
1419,"['X', ['&', 'powerButton', ['&', ['&', ['&', 'breathingCircuitConnected', ['!', 'patientConnected']], 'airSupplyConnected'], 'powerConnected']]]",1
1420,"['&', ['G', ['->', ['&', ['!', 'preUseCheckDone'], ['X', 'preUseCheckDone']], ['X', ['X', 'logPreUseCheck']]]], ['->', 'preUseCheckDone', ['X', 'logPreUseCheck']]]",1
1421,"['G', ['->', ['&', ['!', 'preUseCheckDone'], ['X', 'preUseCheckDone']], ['X', ['X', 'logPreUseCheck']]]]",1
1422,"['->', 'preUseCheckDone', ['X', 'logPreUseCheck']]",1
1423,"['->', ['&', ['!', 'preUseCheckDone'], ['X', 'preUseCheckDone']], ['X', ['X', 'logPreUseCheck']]]",1
1424,"['&', ['!', 'preUseCheckDone'], ['X', 'preUseCheckDone']]",1
1425,"['X', ['X', 'logPreUseCheck']]",1
1426,"['!', 'preUseCheckDone']",1
1427,"['X', 'preUseCheckDone']",1
1428,"['&', ['G', ['|', ['!', ['&', ['!', 'PSVMode'], ['X', 'PSVMode']]], ['X', ['&', ['V', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]], ['->', ['&', ['!', ['<', 'inspiratoryPressure', 'InhaleTriggerSensitivityPSV']], ['&', ['X', ['<', 'inspiratoryPressure', 'InhaleTriggerSensitivityPSV']], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]]], ['&', ['X', ['|', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]], ['&', ['X', 'breathingCycleStart'], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]]]], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]]]], ['->', ['<', 'inspiratoryPressure', 'InhaleTriggerSensitivityPSV'], ['|', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]], ['&', ['X', 'breathingCycleStart'], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]]]]]]]], ['->', 'PSVMode', ['&', ['V', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]], ['->', ['&', ['!', ['<', 'inspiratoryPressure', 'InhaleTriggerSensitivityPSV']], ['&', ['X', ['<', 'inspiratoryPressure', 'InhaleTriggerSensitivityPSV']], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]]], ['&', ['X', ['|', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]], ['&', ['X', 'breathingCycleStart'], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]]]], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]]]], ['->', ['<', 'inspiratoryPressure', 'InhaleTriggerSensitivityPSV'], ['|', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]], ['&', ['X', 'breathingCycleStart'], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]]]]]]]",1
1429,"['G', ['|', ['!', ['&', ['!', 'PSVMode'], ['X', 'PSVMode']]], ['X', ['&', ['V', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]], ['->', ['&', ['!', ['<', 'inspiratoryPressure', 'InhaleTriggerSensitivityPSV']], ['&', ['X', ['<', 'inspiratoryPressure', 'InhaleTriggerSensitivityPSV']], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]]], ['&', ['X', ['|', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]], ['&', ['X', 'breathingCycleStart'], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]]]], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]]]], ['->', ['<', 'inspiratoryPressure', 'InhaleTriggerSensitivityPSV'], ['|', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]], ['&', ['X', 'breathingCycleStart'], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]]]]]]]]",1
1430,"['->', 'PSVMode', ['&', ['V', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]], ['->', ['&', ['!', ['<', 'inspiratoryPressure', 'InhaleTriggerSensitivityPSV']], ['&', ['X', ['<', 'inspiratoryPressure', 'InhaleTriggerSensitivityPSV']], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]]], ['&', ['X', ['|', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]], ['&', ['X', 'breathingCycleStart'], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]]]], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]]]], ['->', ['<', 'inspiratoryPressure', 'InhaleTriggerSensitivityPSV'], ['|', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]], ['&', ['X', 'breathingCycleStart'], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]]]]]]",1
1431,"['|', ['!', ['&', ['!', 'PSVMode'], ['X', 'PSVMode']]], ['X', ['&', ['V', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]], ['->', ['&', ['!', ['<', 'inspiratoryPressure', 'InhaleTriggerSensitivityPSV']], ['&', ['X', ['<', 'inspiratoryPressure', 'InhaleTriggerSensitivityPSV']], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]]], ['&', ['X', ['|', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]], ['&', ['X', 'breathingCycleStart'], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]]]], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]]]], ['->', ['<', 'inspiratoryPressure', 'InhaleTriggerSensitivityPSV'], ['|', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]], ['&', ['X', 'breathingCycleStart'], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]]]]]]]",1
1432,"['X', ['&', ['V', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]], ['->', ['&', ['!', ['<', 'inspiratoryPressure', 'InhaleTriggerSensitivityPSV']], ['&', ['X', ['<', 'inspiratoryPressure', 'InhaleTriggerSensitivityPSV']], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]]], ['&', ['X', ['|', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]], ['&', ['X', 'breathingCycleStart'], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]]]], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]]]], ['->', ['<', 'inspiratoryPressure', 'InhaleTriggerSensitivityPSV'], ['|', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]], ['&', ['X', 'breathingCycleStart'], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]]]]]]",1
